350,北京,113,6,,,1,超市便利店,便利店,
352,北京,139,2,,,0,超市便利店,便利店,
354,温州,1014,14,,,0,超市便利店,超市,
357,南京,96,6,,,0,超市便利店,超市,
360,天津,612,18,3,0,1,超市便利店,超市,
363,武汉,277,9,4,0,1,超市便利店,超市,
371,泉州,1035,20,,,0,超市便利店,超市,
372,无锡,1050,19,,,0,超市便利店,超市,
377,福州,1075,3,4,0,1,超市便利店,便利店,
392,北京,160,6,,,1,超市便利店,便利店,
393,深圳,1052,18,2,0,1,超市便利店,超市,
400,泉州,965,15,,,0,超市便利店,超市,
405,成都,732,4,2,0,0,超市便利店,便利店,
408,贵阳,666,20,,,1,超市便利店,超市,
409,武汉,1027,10,0,0,1,超市便利店,超市,
414,福州,702,19,4,0,1,超市便利店,超市,
420,广州,327,3,4,0,1,超市便利店,便利店,
424,广州,465,16,1,0,1,超市便利店,超市,
430,深圳,195,5,,,0,超市便利店,便利店,
433,深圳,733,10,2,0,1,超市便利店,超市,
435,合肥,99,19,,,1,超市便利店,超市,
440,杭州,131,6,,,0,超市便利店,便利店,
441,上海,427,19,3,0,1,超市便利店,超市,
446,荆州,482,18,4,0,1,超市便利店,超市,
448,北京,916,6,,,1,超市便利店,便利店,
450,无锡,782,14,,,0,超市便利店,超市,
452,杭州,756,7,,,0,超市便利店,超市,
454,广州,1124,2,4,0,0,超市便利店,便利店,
463,武汉,861,16,,,0,超市便利店,超市,
465,上海,346,19,3,0,1,超市便利店,超市,
467,泉州,965,17,,,1,超市便利店,超市,
475,广州,155,16,3,0,1,超市便利店,超市,
479,北京,727,16,,,0,超市便利店,超市,
481,武汉,776,9,4,0,1,超市便利店,超市,
483,广州,473,4,4,0,0,超市便利店,便利店,
486,苏州,398,4,,,0,超市便利店,便利店,
488,北京,1141,10,,,0,超市便利店,超市,
489,温州,1029,4,0,0,1,超市便利店,便利店,
491,北京,94,18,0,0,1,超市便利店,超市,
492,南京,377,8,4,0,1,超市便利店,便利店,
504,长沙,650,7,4,0,0,超市便利店,便利店,
505,广州,932,3,4,0,0,超市便利店,便利店,
508,北京,836,7,,,1,超市便利店,便利店,
510,温州,969,4,4,0,1,超市便利店,便利店,
515,中山,660,2,0,0,0,超市便利店,便利店,
517,苏州,902,17,4,0,1,超市便利店,超市,
520,淮北,493,5,3,0,1,超市便利店,便利店,
528,宁波,723,19,3,0,1,超市便利店,超市,
533,深圳,1109,3,,,0,超市便利店,便利店,
535,西安,942,18,,,1,超市便利店,超市,
536,上海,545,11,,,0,超市便利店,超市,
540,温州,174,7,4,0,0,超市便利店,超市,
541,温州,239,2,4,0,1,超市便利店,便利店,
553,蚌埠,958,12,,,0,超市便利店,超市,
556,温州,170,5,2,0,1,超市便利店,便利店,
561,苏州,456,1,,,0,超市便利店,超市,
567,北京,617,5,,,0,超市便利店,便利店,
577,金华,437,20,,,1,超市便利店,超市,
578,广州,343,3,2,0,0,超市便利店,便利店,
580,宁波,759,19,3,0,1,超市便利店,超市,
581,上海,1023,2,4,0,1,超市便利店,便利店,
584,襄阳,593,17,0,0,1,超市便利店,超市,
587,郑州,74,19,,,1,超市便利店,超市,
590,福州,122,11,0,0,0,超市便利店,超市,
592,常州,1079,17,,,1,超市便利店,超市,
598,北京,535,7,,,0,超市便利店,便利店,
601,成都,1159,20,,,0,超市便利店,超市,
602,深圳,991,2,,,1,超市便利店,便利店,
603,杭州,865,3,,,1,超市便利店,便利店,
605,孝感,1022,17,,,1,超市便利店,超市,
606,哈尔滨,350,18,,,1,超市便利店,超市,
608,金华,3,17,4,0,0,超市便利店,超市,
609,无锡,586,14,,,0,超市便利店,超市,
611,广州,242,11,,,0,超市便利店,超市,
613,佛山,648,17,3,0,0,超市便利店,超市,
618,上海,554,2,4,0,1,超市便利店,便利店,
624,南京,73,17,,,1,超市便利店,超市,
625,重庆,419,17,,,1,超市便利店,超市,
626,南京,859,3,,,0,超市便利店,超市,
627,北京,199,5,,,1,超市便利店,便利店,
630,江门,894,17,,,0,超市便利店,超市,
631,杭州,884,3,3,0,1,超市便利店,便利店,
634,上海,643,10,0,0,0,超市便利店,超市,
637,武汉,259,8,4,0,1,超市便利店,超市,
641,珠海,28,5,,,1,超市便利店,便利店,
643,温州,61,5,4,0,1,超市便利店,便利店,
645,广州,552,2,1,0,1,超市便利店,便利店,
647,达州,518,19,,,1,超市便利店,超市,
649,杭州,110,3,4,0,1,超市便利店,便利店,
650,广州,911,18,3,0,1,超市便利店,超市,
652,杭州,850,19,4,0,1,超市便利店,超市,
653,温州,722,5,4,0,1,超市便利店,便利店,
655,佛山,304,4,4,0,0,超市便利店,便利店,
671,成都,446,19,4,0,1,超市便利店,超市,
673,十堰,565,17,,,1,超市便利店,超市,
678,广州,47,2,4,0,1,超市便利店,便利店,
679,温州,1006,17,,,1,超市便利店,超市,
682,常州,121,19,2,0,1,超市便利店,超市,
685,北京,403,12,,,0,超市便利店,超市,
687,黄石,316,17,4,0,1,超市便利店,超市,
688,广州,792,2,,,1,超市便利店,便利店,
690,上海,293,18,,,1,超市便利店,超市,
691,北京,717,18,,,1,超市便利店,超市,
696,上海,839,6,,,0,超市便利店,便利店,
698,上海,266,8,,,0,超市便利店,超市,
712,厦门,716,20,4,0,1,超市便利店,超市,
714,合肥,1044,20,,,1,超市便利店,超市,
719,武汉,298,18,4,0,1,超市便利店,超市,
720,广州,335,2,3,0,1,超市便利店,便利店,
728,深圳,233,17,,,0,超市便利店,超市,
730,东莞,1031,18,1,0,0,超市便利店,超市,
731,广州,710,1,0,0,1,超市便利店,便利店,
736,上海,218,17,4,0,1,超市便利店,超市,
739,南宁,1137,19,4,0,1,超市便利店,超市,
741,南京,1126,19,4,0,1,超市便利店,超市,
743,北京,430,4,4,0,0,超市便利店,便利店,
747,苏州,790,18,,,1,超市便利店,超市,
749,合肥,1021,5,,,0,超市便利店,便利店,
755,南平,140,18,,,1,超市便利店,超市,
757,重庆,997,18,,,1,超市便利店,超市,
758,杭州,749,4,,,1,超市便利店,便利店,
762,石家庄,333,19,,,0,超市便利店,超市,
766,重庆,472,19,,,0,超市便利店,超市,
774,天门,313,19,,,1,超市便利店,超市,
776,重庆,1148,18,,,1,超市便利店,超市,
780,温州,505,5,4,0,1,超市便利店,便利店,
785,常州,121,5,4,0,1,超市便利店,便利店,
787,重庆,243,19,,,1,超市便利店,超市,
792,上海,168,3,4,0,1,超市便利店,便利店,
793,德阳,1112,20,,,0,超市便利店,超市,
805,北京,331,5,0,0,0,超市便利店,便利店,
806,上海,453,18,,,1,超市便利店,超市,
809,北京,977,15,,,0,超市便利店,超市,
814,杭州,56,5,3,0,1,超市便利店,便利店,
815,太原,674,17,2,0,0,超市便利店,超市,
816,合肥,370,18,,,1,超市便利店,超市,
820,武汉,979,17,,,1,超市便利店,超市,
821,上海,415,15,,,0,超市便利店,超市,
823,武汉,198,12,1,0,1,超市便利店,超市,
825,武汉,1115,15,,,0,超市便利店,超市,
827,北京,506,5,,,0,超市便利店,便利店,
832,武汉,70,5,,,0,超市便利店,便利店,
836,漳州,1041,18,,,1,超市便利店,超市,
838,南京,399,5,,,0,超市便利店,超市,
839,黄冈,705,18,4,0,1,超市便利店,超市,
843,东莞,90,19,1,0,1,超市便利店,超市,
845,武汉,198,8,2,0,1,超市便利店,超市,
846,泉州,691,17,4,0,1,超市便利店,超市,
851,珠海,119,15,,,0,超市便利店,超市,
854,杭州,621,19,3,1,1,超市便利店,超市,
856,广州,787,3,,,1,超市便利店,便利店,
860,苏州,922,17,,,0,超市便利店,超市,
864,南京,526,9,2,0,1,超市便利店,超市,
865,常州,385,18,,,1,超市便利店,超市,
866,南京,450,2,4,0,1,超市便利店,便利店,
869,湖州,899,20,,,0,超市便利店,超市,
874,北京,113,6,,,1,超市便利店,便利店,
875,广州,57,2,3,0,0,超市便利店,便利店,
878,武汉,198,11,0,0,1,超市便利店,超市,
880,上海,417,18,4,0,1,超市便利店,超市,
889,无锡,428,18,3,0,1,超市便利店,超市,
894,惠州,546,19,,,1,超市便利店,超市,
896,温州,585,5,3,0,1,超市便利店,便利店,
899,北京,294,17,,,0,超市便利店,超市,
900,福州,1075,17,,,1,超市便利店,超市,
901,北京,512,4,,,0,超市便利店,超市,
905,上海,791,15,,,0,超市便利店,超市,
906,合肥,551,9,,,0,超市便利店,超市,
908,南京,623,8,4,0,1,超市便利店,便利店,
915,嘉兴,513,18,2,0,1,超市便利店,超市,
917,上海,39,3,4,0,1,超市便利店,便利店,
934,杭州,286,18,3,1,1,超市便利店,超市,
938,无锡,217,12,,,0,超市便利店,超市,
940,上海,642,14,,,0,超市便利店,超市,
941,石家庄,857,17,,,0,超市便利店,超市,
946,南京,433,17,,,1,超市便利店,超市,
947,广州,552,3,0,0,1,超市便利店,便利店,
950,杭州,1091,10,,,0,超市便利店,超市,
955,广州,624,18,,,0,超市便利店,超市,
957,成都,441,16,,,1,超市便利店,超市,
968,杭州,749,5,4,0,1,超市便利店,便利店,
970,北京,1130,6,,,1,超市便利店,便利店,
971,武汉,737,14,4,0,1,超市便利店,超市,
973,合肥,599,16,,,0,超市便利店,超市,
976,广州,944,4,4,0,0,超市便利店,便利店,
978,温州,822,3,4,0,1,超市便利店,便利店,
979,苏州,431,17,0,0,1,超市便利店,超市,
985,北京,77,7,,,1,超市便利店,便利店,
986,株洲,78,6,4,0,0,超市便利店,超市,
988,上海,413,19,4,0,1,超市便利店,超市,
991,荆门,33,17,,,0,超市便利店,便利店,
995,温州,481,16,,,0,超市便利店,超市,
998,东莞,858,16,1,0,0,超市便利店,超市,
1006,襄阳,875,18,4,0,1,超市便利店,超市,
1007,南京,644,9,,,0,超市便利店,超市,
1011,广州,36,2,4,0,0,超市便利店,便利店,
1013,北京,388,2,3,0,0,超市便利店,便利店,
1017,邢台,1077,18,,,1,超市便利店,超市,
1018,深圳,1109,18,2,0,1,超市便利店,超市,
1020,石家庄,873,3,3,0,1,超市便利店,便利店,
1021,无锡,1064,9,,,0,超市便利店,超市,
1022,苏州,389,3,0,0,1,超市便利店,便利店,
1024,青岛,458,4,4,0,1,超市便利店,便利店,
1025,常州,121,20,,,1,超市便利店,超市,
1028,深圳,531,2,4,0,1,超市便利店,便利店,
1038,宁波,798,17,0,0,0,超市便利店,超市,
1039,福州,537,17,4,0,1,超市便利店,超市,
1041,南平,888,18,,,1,超市便利店,超市,
1042,宁波,230,20,,,1,超市便利店,超市,
1045,北京,566,13,,,0,超市便利店,超市,
1046,青岛,344,5,,,0,超市便利店,便利店,
1048,金华,492,6,,,1,超市便利店,便利店,
1052,上海,675,19,,,1,超市便利店,超市,
1053,上海,339,11,,,0,超市便利店,超市,
1063,张家口,678,19,,,1,超市便利店,超市,
1064,温州,158,5,4,0,1,超市便利店,便利店,
1069,重庆,579,18,,,1,超市便利店,超市,
1070,温州,1014,14,,,0,超市便利店,超市,
1072,无锡,352,2,2,1,1,超市便利店,超市,
1080,南京,742,16,4,0,1,超市便利店,超市,
1081,广州,488,3,3,0,0,超市便利店,便利店,
1090,杭州,383,2,,,1,超市便利店,便利店,
1095,青岛,1015,3,3,0,0,超市便利店,便利店,
1104,上海,1116,19,3,0,1,超市便利店,超市,
1111,上海,697,5,3,0,1,超市便利店,便利店,
1113,温州,722,3,2,0,1,超市便利店,便利店,
1116,南京,526,2,4,0,1,超市便利店,便利店,
1123,武汉,683,19,4,0,1,超市便利店,超市,
1132,上海,627,12,,,0,超市便利店,超市,
1133,济南,539,6,,,0,超市便利店,便利店,
1136,佛山,82,12,,,0,超市便利店,超市,
1137,湛江,700,17,,,0,超市便利店,超市,
1144,上海,301,18,,,1,超市便利店,超市,
1146,武汉,581,16,4,0,1,超市便利店,超市,
1148,厦门,770,7,,,0,超市便利店,超市,
1150,上海,1003,19,4,0,1,超市便利店,超市,
1156,锦州,887,18,,,1,超市便利店,超市,
1158,杭州,589,10,,,0,超市便利店,超市,
1160,上海,854,6,,,1,超市便利店,便利店,
1167,南平,468,18,,,1,超市便利店,超市,
1168,蚌埠,371,18,,,1,超市便利店,超市,
1170,宁波,656,16,,,0,超市便利店,超市,
1174,武汉,557,3,,,0,超市便利店,便利店,
1176,绍兴,214,17,2,0,1,超市便利店,超市,
1183,上海,1098,15,,,0,超市便利店,超市,
1186,成都,597,5,,,0,超市便利店,超市,
1191,合肥,254,15,,,0,超市便利店,超市,
1194,苏州,496,14,,,0,超市便利店,超市,
1196,抚顺,548,16,4,0,1,超市便利店,超市,
1199,北京,880,8,,,1,超市便利店,便利店,
1200,温州,704,5,4,0,1,超市便利店,便利店,
1204,上海,153,16,3,0,1,超市便利店,超市,
1206,北京,186,15,,,0,超市便利店,超市,
1212,无锡,200,17,,,0,超市便利店,超市,
1215,青岛,1001,4,,,1,超市便利店,便利店,
1218,北京,836,5,4,0,1,超市便利店,便利店,
1220,武汉,209,2,,,0,超市便利店,便利店,
1226,杭州,361,17,3,0,1,超市便利店,超市,
1227,温州,442,11,3,0,0,超市便利店,超市,
1228,南京,221,14,4,0,1,超市便利店,超市,
1229,广州,132,6,2,1,0,超市便利店,超市,
1231,乐山,890,19,,,1,超市便利店,超市,
1232,深圳,1069,6,,,0,超市便利店,超市,
1236,宁波,230,14,0,0,0,超市便利店,超市,
1238,温州,585,2,4,0,1,超市便利店,便利店,
1239,温州,840,6,4,0,1,超市便利店,便利店,
1245,上海,168,4,0,0,1,超市便利店,便利店,
1248,成都,573,6,,,0,超市便利店,超市,
1250,广州,533,2,2,0,1,超市便利店,便利店,
1253,无锡,289,17,,,0,超市便利店,超市,
1254,宜昌,483,18,4,0,0,超市便利店,超市,
1256,北京,1117,14,,,0,超市便利店,超市,
1257,厦门,59,18,,,1,超市便利店,超市,
1263,淮安,1071,17,2,0,1,超市便利店,超市,
1264,宝鸡,987,18,,,1,超市便利店,超市,
1266,北京,42,5,0,0,0,超市便利店,便利店,
1267,常州,480,18,,,0,超市便利店,超市,
1268,南京,575,8,4,0,1,超市便利店,超市,
1269,厦门,1107,1,2,0,1,超市便利店,便利店,
1271,杭州,523,17,4,0,1,超市便利店,超市,
1279,青岛,154,3,3,0,1,超市便利店,便利店,
1283,南通,18,19,4,0,1,超市便利店,超市,
1296,上海,921,19,4,0,1,超市便利店,超市,
1302,北京,980,19,,,1,超市便利店,超市,
1303,上海,709,5,0,0,1,超市便利店,便利店,
1304,武汉,892,18,,,1,超市便利店,超市,
1306,北京,94,19,,,1,超市便利店,超市,
1310,深圳,79,16,4,0,1,超市便利店,超市,
1326,金华,1158,18,4,0,0,超市便利店,超市,
1327,杭州,974,17,3,0,1,超市便利店,超市,
1329,南京,172,5,4,0,1,超市便利店,便利店,
1334,杭州,760,4,,,1,超市便利店,便利店,
1336,金华,492,12,,,0,超市便利店,便利店,
1344,北京,535,16,4,0,0,超市便利店,超市,
1346,杭州,287,19,,,1,超市便利店,超市,
1357,重庆,561,18,,,1,超市便利店,超市,
1358,上海,1085,19,,,1,超市便利店,超市,
1360,无锡,188,3,0,0,1,超市便利店,便利店,
1361,上海,662,4,4,0,1,超市便利店,便利店,
1368,广州,935,2,1,0,0,超市便利店,便利店,
1373,深圳,657,20,4,0,1,超市便利店,超市,
1379,上海,255,1,4,0,1,超市便利店,便利店,
1381,青岛,344,2,3,0,1,超市便利店,便利店,
1382,青岛,852,4,4,0,1,超市便利店,便利店,
1385,上海,1033,7,,,0,超市便利店,超市,
1394,上海,1127,8,,,0,超市便利店,超市,
1396,深圳,216,17,4,0,1,超市便利店,超市,
1397,惠州,355,19,,,1,超市便利店,超市,
1403,深圳,966,12,1,0,1,超市便利店,超市,
1406,青岛,120,7,4,0,1,超市便利店,便利店,
1414,北京,129,14,,,0,超市便利店,超市,
1415,上海,752,10,,,0,超市便利店,超市,
1417,大连,543,18,4,0,1,超市便利店,超市,
1420,杭州,865,2,4,0,1,超市便利店,便利店,
1423,福州,985,17,,,1,超市便利店,超市,
1425,温州,141,6,0,0,1,超市便利店,便利店,
1426,杭州,378,2,,,1,超市便利店,便利店,
1436,西安,1070,18,,,1,超市便利店,超市,
1440,芜湖,1140,18,,,1,超市便利店,超市,
1441,南京,4,15,,,1,超市便利店,超市,
1445,杭州,363,16,3,0,1,超市便利店,超市,
1446,杭州,865,2,,,1,超市便利店,便利店,
1455,佛山,1100,2,0,0,0,超市便利店,便利店,
1465,上海,649,20,4,0,1,超市便利店,超市,
1466,福州,1075,15,,,1,超市便利店,超市,
1468,苏州,1062,16,,,0,超市便利店,超市,
1476,济南,23,7,,,0,超市便利店,便利店,
1482,沈阳,360,16,,,1,超市便利店,超市,
1484,南昌,801,17,3,0,1,超市便利店,超市,
1488,南京,1106,8,4,0,1,超市便利店,便利店,
1490,咸宁,747,19,,,1,超市便利店,超市,
1495,武汉,209,4,,,0,超市便利店,便利店,
1496,南京,1095,13,4,0,1,超市便利店,超市,
1497,绍兴,167,5,4,0,1,超市便利店,便利店,
1498,成都,366,20,4,0,1,超市便利店,超市,
1499,上海,1086,11,,,0,超市便利店,超市,
1500,南京,123,17,,,0,超市便利店,超市,
1501,上海,359,4,4,0,1,超市便利店,便利店,
1505,南京,1126,7,4,0,1,超市便利店,便利店,
1506,六安,1045,19,0,0,1,超市便利店,超市,
1508,上海,904,18,1,0,1,超市便利店,超市,
1515,北京,9,18,,,1,超市便利店,超市,
1516,温州,1029,4,4,0,1,超市便利店,便利店,
1518,思茅,670,19,4,0,1,超市便利店,超市,
1520,南京,338,9,4,0,1,超市便利店,便利店,
1522,北京,402,17,,,1,超市便利店,超市,
1528,杭州,485,7,3,0,1,超市便利店,超市,
1534,温州,61,3,3,0,1,超市便利店,便利店,
1535,温州,585,19,,,1,超市便利店,超市,
1536,无锡,721,3,4,0,1,超市便利店,便利店,
1538,江门,1016,17,3,0,1,超市便利店,超市,
1543,长沙,1138,18,,,0,超市便利店,超市,
1544,北京,273,18,2,0,1,超市便利店,超市,
1545,武汉,416,15,4,0,1,超市便利店,超市,
1566,北京,866,6,,,0,超市便利店,便利店,
1570,杭州,286,4,4,0,1,超市便利店,便利店,
1573,绍兴,1063,4,4,0,1,超市便利店,便利店,
1575,三明,409,16,,,1,超市便利店,超市,
1580,苏州,389,20,3,0,1,超市便利店,超市,
1584,上海,359,18,,,0,超市便利店,超市,
1598,石家庄,879,3,3,0,1,超市便利店,便利店,
1605,宁波,133,18,2,0,1,超市便利店,超市,
1611,沈阳,475,19,,,1,超市便利店,超市,
1612,武汉,606,4,,,0,超市便利店,便利店,
1613,上海,341,3,,,1,超市便利店,便利店,
1614,东莞,771,18,4,0,0,超市便利店,超市,
1615,上海,900,1,4,0,1,超市便利店,便利店,
1616,上海,833,18,,,1,超市便利店,超市,
1617,广州,746,2,4,0,1,超市便利店,便利店,
1622,上海,882,5,,,1,超市便利店,便利店,
1625,无锡,1060,11,,,0,超市便利店,超市,
1629,苏州,1147,20,3,2,1,超市便利店,超市,
1632,武汉,510,4,,,0,超市便利店,便利店,
1634,苏州,1026,8,3,0,1,超市便利店,超市,
1648,宁波,1051,15,,,0,超市便利店,超市,
1653,苏州,1142,17,,,0,超市便利店,超市,
1657,合肥,254,9,,,0,超市便利店,超市,
1661,洛阳,189,18,,,0,超市便利店,超市,
1663,南宁,636,17,3,0,1,超市便利店,超市,
1665,南京,126,4,,,0,超市便利店,超市,
1666,襄阳,152,19,,,1,超市便利店,超市,
1669,苏州,412,16,,,0,超市便利店,超市,
1673,上海,616,18,,,1,超市便利店,超市,
1676,杭州,286,4,4,0,1,超市便利店,便利店,
1680,武汉,1018,4,,,0,超市便利店,便利店,
1686,广州,251,2,3,0,1,超市便利店,便利店,
1687,南京,623,18,,,1,超市便利店,超市,
1692,东莞,184,20,,,1,超市便利店,超市,
1695,上海,554,4,1,0,1,超市便利店,便利店,
1696,广州,867,3,4,0,1,超市便利店,便利店,
1702,温州,794,2,4,0,1,超市便利店,便利店,
1706,北京,328,3,,,0,超市便利店,便利店,
1708,温州,14,3,3,0,1,超市便利店,便利店,
1709,上海,1033,4,4,0,1,超市便利店,便利店,
1710,武汉,510,17,4,0,1,超市便利店,超市,
1711,杭州,378,3,3,0,1,超市便利店,便利店,
1717,重庆,347,19,,,1,超市便利店,超市,
1722,十堰,1042,17,,,0,超市便利店,超市,
1726,北京,588,19,,,1,超市便利店,超市,
1728,南京,680,4,,,1,超市便利店,便利店,
1734,上海,329,3,4,0,1,超市便利店,便利店,
1738,福州,802,2,,,0,超市便利店,便利店,
1740,深圳,1109,2,,,1,超市便利店,便利店,
1741,大连,87,19,,,0,超市便利店,超市,
1743,成都,300,17,4,0,1,超市便利店,超市,
1751,武汉,726,18,4,0,1,超市便利店,超市,
1752,台州,856,19,,,1,超市便利店,超市,
1753,广州,36,2,3,0,0,超市便利店,便利店,
1759,南京,311,5,,,0,超市便利店,超市,
1764,北京,113,4,3,0,0,超市便利店,便利店,
1766,上海,148,5,4,0,1,超市便利店,便利店,
1767,沈阳,909,19,,,1,超市便利店,超市,
1768,广州,29,2,2,0,0,超市便利店,便利店,
1770,西安,101,19,,,1,超市便利店,超市,
1773,广州,392,19,0,0,1,超市便利店,超市,
1774,广州,808,4,4,0,0,超市便利店,便利店,
1778,台州,600,17,,,0,超市便利店,超市,
1780,宁德,553,17,4,0,1,超市便利店,超市,
1782,广州,867,2,,,1,超市便利店,便利店,
1783,厦门,707,18,,,1,超市便利店,超市,
1785,广州,11,3,0,0,0,超市便利店,便利店,
1793,上海,554,13,,,0,超市便利店,超市,
1794,西安,1008,19,,,1,超市便利店,超市,
1802,扬州,1011,18,0,0,1,超市便利店,超市,
1806,北京,51,5,4,0,0,超市便利店,便利店,
1811,广州,911,3,4,0,0,超市便利店,便利店,
1815,上海,643,3,4,0,1,超市便利店,便利店,
1821,无锡,177,19,3,0,1,超市便利店,超市,
1826,重庆,532,19,,,1,超市便利店,超市,
1832,绍兴,219,17,,,0,超市便利店,超市,
1833,东莞,271,17,4,0,0,超市便利店,超市,
1834,青岛,949,6,4,0,1,超市便利店,便利店,
1836,芜湖,384,17,,,1,超市便利店,超市,
1838,南京,500,16,,,0,超市便利店,超市,
1839,武汉,892,17,3,0,1,超市便利店,超市,
1843,上海,341,3,,,1,超市便利店,便利店,
1845,苏州,496,7,,,0,超市便利店,超市,
1847,武汉,290,16,1,0,0,超市便利店,个人护理,
1848,通辽,1039,18,,,1,超市便利店,超市,
1849,温州,71,3,4,0,1,超市便利店,便利店,
1850,石家庄,879,17,3,0,0,超市便利店,超市,
1852,南京,461,15,4,0,1,超市便利店,超市,
1854,苏州,22,9,,,0,超市便利店,超市,
1855,杭州,261,2,,,0,超市便利店,便利店,
1864,南京,680,3,4,0,1,超市便利店,便利店,
1869,阳江,863,18,,,1,超市便利店,超市,
1872,绍兴,1063,18,,,1,超市便利店,超市,
1875,上海,1127,2,3,0,1,超市便利店,便利店,
1879,宁波,891,15,4,0,0,超市便利店,超市,
1886,上海,358,16,4,0,1,超市便利店,超市,
1888,广州,67,3,4,0,0,超市便利店,便利店,
1890,上海,1032,4,4,0,1,超市便利店,便利店,
1894,北京,855,3,4,0,0,超市便利店,便利店,
1900,青岛,323,5,4,0,0,超市便利店,便利店,
1901,青岛,1009,19,,,0,超市便利店,超市,
1905,武汉,1007,3,,,0,超市便利店,便利店,
1906,郑州,736,18,,,1,超市便利店,超市,
